,time,zerocol,pupil_high_low
4098,4.108,0,1
4099,4.112,0,1
4100,4.116,0,1
4101,4.12,0,1
4102,4.124,0,1
4103,4.128,0,1
4104,4.132,0,1
4105,4.136,0,1
4106,4.14,0,1
4107,4.144,0,1
4108,4.148,0,1
4109,4.152,0,1
4110,4.156,0,1
4111,4.16,0,1
4112,4.164,0,1
4113,4.168,0,1
4114,4.172,0,1
4115,4.176,0,1
4116,4.18,0,1
4117,4.184,0,1
4118,4.188,0,1
4119,4.192,0,1
4120,4.196,0,1
4121,4.2,0,1
4122,4.204,0,1
4123,4.208,0,1
4124,4.212,0,1
4125,4.216,0,1
4126,4.22,0,1
4127,4.224,0,1
4128,4.228,0,1
4129,4.232,0,1
4130,4.236,0,1
4131,4.24,0,1
4132,4.244,0,1
4133,4.248,0,1
4134,4.252,0,1
4135,4.256,0,1
4136,4.26,0,1
4137,4.264,0,1
4138,4.268,0,1
4139,4.272,0,1
4140,4.276,0,1
4141,4.28,0,1
4142,4.284,0,1
4143,4.288,0,1
4144,4.292,0,1
4145,4.296,0,1
4146,4.3,0,1
4147,4.304,0,1
4148,4.308,0,1
4149,4.312,0,1
4150,4.316,0,1
4151,4.32,0,1
4152,4.324,0,1
4153,4.328,0,1
4154,4.332,0,1
4155,4.336,0,1
4156,4.34,0,1
4157,4.344,0,1
4158,4.348,0,1
4159,4.352,0,1
4160,4.356,0,1
4161,4.36,0,1
4162,4.364,0,1
4163,4.368,0,1
4164,4.372,0,1
4165,4.376,0,1
4166,4.38,0,1
4167,4.384,0,1
4168,4.388,0,1
4169,4.392,0,1
4170,4.396,0,1
4171,4.4,0,1
4172,4.404,0,1
4173,4.408,0,1
4174,4.412,0,1
4175,4.416,0,1
4176,4.42,0,1
4177,4.424,0,1
4178,4.428,0,1
4179,4.432,0,1
4180,4.436,0,1
4181,4.44,0,1
4182,4.444,0,1
4183,4.448,0,1
4184,4.452,0,1
4185,4.456,0,1
4186,4.46,0,1
4187,4.464,0,1
4188,4.468,0,1
4189,4.472,0,1
4190,4.476,0,1
4191,4.48,0,1
4192,4.484,0,1
4193,4.488,0,1
4194,4.492,0,1
4195,4.496,0,1
4196,4.5,0,1
4197,4.504,0,1
4198,4.508,0,1
4199,4.512,0,1
4200,4.516,0,1
4201,4.52,0,1
4202,4.524,0,1
4203,4.528,0,1
4204,4.532,0,1
4205,4.536,0,1
4206,4.54,0,1
4207,4.544,0,1
4208,4.548,0,1
4209,4.552,0,1
4210,4.556,0,1
4211,4.56,0,1
4212,4.564,0,1
4213,4.568,0,1
4214,4.572,0,1
4215,4.576,0,1
4216,4.58,0,1
4217,4.584,0,1
4218,4.588,0,1
4219,4.592,0,1
4220,4.596,0,1
4221,4.6,0,1
4222,4.604,0,1
4223,4.608,0,1
4224,4.612,0,1
4225,4.616,0,1
4226,4.62,0,1
4227,4.624,0,1
4228,4.628,0,1
4229,4.632,0,1
4230,4.636,0,1
4231,4.64,0,1
4232,4.644,0,1
4233,4.648,0,1
4234,4.652,0,1
4235,4.656,0,1
4236,4.66,0,1
4237,4.664,0,1
4238,4.668,0,1
4239,4.672,0,1
4240,4.676,0,1
4241,4.68,0,1
4242,4.684,0,1
4243,4.688,0,1
4244,4.692,0,1
4245,4.696,0,1
4246,4.7,0,1
4247,4.704,0,1
4248,4.708,0,1
4249,4.712,0,1
4250,4.716,0,1
4251,4.72,0,1
4252,4.724,0,1
4253,4.728,0,1
4254,4.732,0,1
4255,4.736,0,1
4256,4.74,0,1
4257,4.744,0,1
4258,4.748,0,1
4259,4.752,0,1
4260,4.756,0,1
4261,4.76,0,1
4262,4.764,0,1
4263,4.768,0,1
4264,4.772,0,1
4265,4.776,0,1
4266,4.78,0,1
4267,4.784,0,1
4268,4.788,0,1
4269,4.792,0,1
4270,4.796,0,1
4271,4.8,0,1
4272,4.804,0,1
4273,4.808,0,1
4274,4.812,0,1
4275,4.816,0,1
4276,4.82,0,1
4277,4.824,0,1
4278,4.828,0,1
4279,4.832,0,1
4280,4.836,0,1
4281,4.84,0,1
4282,4.844,0,1
4283,4.848,0,1
4284,4.852,0,1
4285,4.856,0,1
4286,4.86,0,1
4287,4.864,0,1
4288,4.868,0,1
4289,4.872,0,1
4290,4.876,0,1
4291,4.88,0,1
4292,4.884,0,1
4293,4.888,0,1
4294,4.892,0,1
4295,4.896,0,1
4296,4.9,0,1
4297,4.904,0,1
4298,4.908,0,1
4299,4.912,0,1
4300,4.916,0,1
4301,4.92,0,1
4302,4.924,0,1
4303,4.928,0,1
4304,4.932,0,1
4305,4.936,0,1
4306,4.94,0,1
4307,4.944,0,1
4308,4.948,0,1
4309,4.952,0,1
4310,4.956,0,1
4311,4.96,0,1
4312,4.964,0,1
4313,4.968,0,1
4314,4.972,0,1
4315,4.976,0,1
4316,4.98,0,1
4317,4.984,0,1
4318,4.988,0,1
4319,4.992,0,1
4320,4.996,0,1
4321,5.0,0,1
4322,5.004,0,1
4323,5.008,0,1
4324,5.012,0,1
4325,5.016,0,1
4326,5.02,0,1
4327,5.024,0,1
4328,5.028,0,1
4329,5.032,0,1
4330,5.036,0,1
4331,5.04,0,1
4332,5.044,0,1
4333,5.048,0,1
